leg_id,agent_id,date,day,leg_role,activity_id,purpose,origin_zone,destination_zone,departure_time,planned_activity_start_time,earliest_feasible_departure,reliability_buffer_min,expected_arrival_time,actual_arrival_time,arrival_delay_minutes,on_time_arrival,activity_completed,metro_origin_accessible,metro_destination_accessible,origin_feeder_mode,destination_feeder_mode,bus_metro_transfer_count,feeder_bus_time_minutes,feeder_bus_wait_minutes,feeder_bus_access_minutes,feeder_bus_in_vehicle_minutes,feeder_bus_fare_yuan,metro_main_time_minutes,origin_feeder_total_time_minutes,origin_feeder_access_minutes,origin_feeder_wait_minutes,destination_feeder_total_time_minutes,destination_feeder_access_minutes,destination_feeder_wait_minutes,final_attempt_departure_time,primary_mode,primary_failed,primary_failure_reason,fallback_attempted,fallback_succeeded,final_mode,itinerary_pattern,transport_succeeded,wait_minutes,failed_attempt_consumed_minutes,cumulative_wait_minutes,access_time_min,transfer_time_min,in_vehicle_time_min,total_travel_time_min,fare_yuan,final_speed_kmh,scenario_vc,weather_type_at_departure,weather_scenario,day_type,policy,outdoor_exposure_minutes,heat_hazard_dose_c_min,age_vulnerability_weight,heat_risk_burden,rain_exposure_minutes
34-2026-07-11-L04,34,2026-07-11,Saturday,return_home,activity-34-2026-07-11-008,return_home,Z7,Z7,2026-07-11 20:30:00,,,10.0,,,,,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 20:30:00,bus,False,,False,False,bus,walk-bus-walk,True,11.0,0.0,11.0,8.0,0.0,40.419,59.419,2.0,17.996,0.313333,normal,W0,rest_day,P0_no_policy,19.0,0.0,1.1,0.0,0.0
35-2026-07-11-L01,35,2026-07-11,Saturday,outbound,activity-35-2026-07-11-006,visit,Z2,Z2,2026-07-11 08:21:07.740000,2026-07-11 09:00:00,2026-07-11 07:00:00,5.0,2026-07-11 08:55:00,2026-07-11 08:55:00,0.0,True,True,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,33.871,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 08:21:07.740000,metro,False,,False,False,metro,walk-metro-walk,True,4.5,0.0,4.5,16.0,0.0,13.371,33.871,4.0,35.001,,normal,W0,rest_day,P0_no_policy,20.5,0.0,1.1,0.0,0.0
35-2026-07-11-L02,35,2026-07-11,Saturday,between_activities,activity-35-2026-07-11-007,visit,Z2,Z2,2026-07-11 10:43:16.260000,2026-07-11 11:30:00,2026-07-11 10:00:00,5.0,2026-07-11 11:25:00,2026-07-11 11:25:00,0.0,True,True,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,41.729,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 10:43:16.260000,metro,False,,False,False,metro,walk-metro-walk,True,5.0,0.0,5.0,16.0,0.0,20.729,41.729,4.0,35.0,,normal,W0,rest_day,P0_no_policy,21.0,0.0,1.1,0.0,0.0
35-2026-07-11-L03,35,2026-07-11,Saturday,between_activities,activity-35-2026-07-11-008,visit,Z2,Z8,2026-07-11 15:55:42.423360,2026-07-11 17:00:00,2026-07-11 15:00:00,10.0,2026-07-11 16:50:00,2026-07-11 16:50:00,0.0,True,True,True,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 15:55:42.423360,bus,False,,False,False,bus,walk-bus-walk,True,7.0,0.0,7.0,10.0,0.0,37.293,54.293,2.0,17.972,0.476667,normal,W0,rest_day,P0_no_policy,17.0,0.0,1.1,0.0,0.0
35-2026-07-11-L04,35,2026-07-11,Saturday,return_home,activity-35-2026-07-11-008,return_home,Z8,Z2,2026-07-11 19:00:00,,,10.0,,,,,,False,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 19:00:00,bus,False,,False,False,bus,walk-bus-walk,True,6.857,0.0,6.857,10.0,0.0,43.907,60.765,2.0,15.264,0.681928,normal,W0,rest_day,P0_no_policy,16.857,0.0,1.1,0.0,0.0
36-2026-07-11-L01,36,2026-07-11,Saturday,outbound,activity-36-2026-07-11-007,out_of_home_family_activity,Z6,Z3,2026-07-11 07:27:19.122060,2026-07-11 09:00:00,2026-07-11 07:00:00,10.0,2026-07-11 08:49:59.410020,2026-07-11 08:49:59.410020,0.0,True,True,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 07:27:19.122060,bus,False,,False,False,bus,walk-bus-walk,True,6.429,0.0,6.429,10.0,0.0,66.243,82.671,2.0,15.125,0.713333,normal,W0,rest_day,P0_no_policy,16.429,0.0,1.1,0.0,0.0
36-2026-07-11-L02,36,2026-07-11,Saturday,between_activities,activity-36-2026-07-11-008,visit,Z3,Z3,2026-07-11 10:46:23.495280,2026-07-11 11:30:00,2026-07-11 10:00:00,10.0,2026-07-11 11:20:00,2026-07-11 11:20:00,0.0,True,True,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 10:46:23.495280,bus,False,,False,False,bus,walk-bus-walk,True,7.0,0.0,7.0,8.0,0.0,18.608,33.608,2.0,17.972,0.476667,normal,W0,rest_day,P0_no_policy,15.0,0.0,1.1,0.0,0.0
36-2026-07-11-L03,36,2026-07-11,Saturday,between_activities,activity-36-2026-07-11-009,out_of_home_family_care,Z3,Z3,2026-07-11 15:59:57.216420,2026-07-11 17:00:00,2026-07-11 15:30:00,10.0,2026-07-11 16:50:00,2026-07-11 16:50:00,0.0,True,True,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 15:59:57.216420,bus,False,,False,False,bus,walk-bus-walk,True,7.0,0.0,7.0,8.0,0.0,35.046,50.046,2.0,17.972,0.476667,normal,W0,rest_day,P0_no_policy,15.0,0.0,1.1,0.0,0.0
36-2026-07-11-L04,36,2026-07-11,Saturday,between_activities,activity-36-2026-07-11-010,shopping,Z3,Z6,2026-07-11 18:34:28.560000,2026-07-11 19:30:00,2026-07-11 18:00:00,5.0,2026-07-11 19:25:00,2026-07-11 19:25:00,0.0,True,True,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,50.524,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 18:34:28.560000,metro,False,,False,False,metro,walk-metro-walk,True,4.5,0.0,4.5,20.0,0.0,26.024,50.524,4.0,35.001,,normal,W0,rest_day,P0_no_policy,24.5,0.0,1.1,0.0,0.0
36-2026-07-11-L05,36,2026-07-11,Saturday,return_home,activity-36-2026-07-11-010,return_home,Z6,Z6,2026-07-11 20:30:00,,,3.0,,,,,,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 20:30:00,walk,False,,False,False,walk,walk,True,0.0,0.0,0.0,0.0,0.0,41.363,41.363,0.0,4.8,,normal,W0,rest_day,P0_no_policy,41.363,0.0,1.1,0.0,0.0
37-2026-07-11-L01,37,2026-07-11,Saturday,outbound,activity-37-2026-07-11-008,out_of_home_family_activity,Z3,Z7,2026-07-11 10:26:23.855820,2026-07-11 12:00:00,2026-07-11 10:00:00,5.0,2026-07-11 11:55:00,2026-07-11 11:55:00,0.0,True,True,False,True,bus,walk,1,20.51,7.0,8.0,5.51,2.0,63.092,20.51,8.0,7.0,0.0,0.0,0.0,2026-07-11 10:26:23.855820,metro,False,,False,False,metro,walk-bus-walk-metro-walk,True,12.0,0.0,12.0,16.0,12.0,48.602,88.602,7.0,33.069,,normal,W0,rest_day,P0_no_policy,28.0,0.0,1.1,0.0,0.0
37-2026-07-11-L02,37,2026-07-11,Saturday,between_activities,activity-37-2026-07-11-009,shopping,Z7,Z3,2026-07-11 16:57:58.955160,2026-07-11 18:30:00,2026-07-11 16:30:00,5.0,2026-07-11 18:25:00.873840,2026-07-11 18:25:00.873840,0.0,True,True,True,False,walk,bus,1,18.544,4.0,8.0,6.544,2.0,63.488,0.0,0.0,0.0,18.544,8.0,4.0,2026-07-11 16:57:58.955160,metro,False,,False,False,metro,walk-metro-walk-bus-walk,True,7.0,0.0,7.0,16.0,14.396,49.636,87.032,7.0,32.38,,normal,W0,rest_day,P0_no_policy,23.0,0.0,1.1,0.0,0.0
37-2026-07-11-L03,37,2026-07-11,Saturday,return_home,activity-37-2026-07-11-009,return_home,Z3,Z3,2026-07-11 20:30:00,,,10.0,,,,,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 20:30:00,bus,False,,False,False,bus,walk-bus-walk,True,11.0,0.0,11.0,8.0,0.0,20.553,39.553,2.0,17.996,0.313333,normal,W0,rest_day,P0_no_policy,19.0,0.0,1.1,0.0,0.0
38-2026-07-11-L01,38,2026-07-11,Saturday,outbound,activity-38-2026-07-11-006,shopping,Z8,Z8,2026-07-11 10:19:00.421320,2026-07-11 11:00:00,2026-07-11 09:00:00,10.0,2026-07-11 10:50:00,2026-07-11 10:50:00,0.0,True,True,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 10:19:00.421320,bus,False,,False,False,bus,walk-bus-walk,True,10.0,0.0,10.0,12.0,0.0,8.993,30.993,2.0,17.966,0.481373,normal,W0,rest_day,P0_no_policy,22.0,0.0,1.3,0.0,0.0
38-2026-07-11-L02,38,2026-07-11,Saturday,between_activities,activity-38-2026-07-11-007,out_of_home_family_care,Z8,Z2,2026-07-11 13:22:42.423360,2026-07-11 14:30:00,2026-07-11 12:30:00,10.0,2026-07-11 14:20:00,2026-07-11 14:20:00,0.0,True,True,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 13:22:42.423360,bus,False,,False,False,bus,walk-bus-walk,True,10.0,0.0,10.0,10.0,0.0,37.293,57.293,2.0,17.972,0.476667,normal,W0,rest_day,P0_no_policy,20.0,0.0,1.3,0.0,0.0
38-2026-07-11-L03,38,2026-07-11,Saturday,return_home,activity-38-2026-07-11-007,return_home,Z2,Z8,2026-07-11 16:30:00,,,10.0,,,,,,True,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 16:30:00,bus,False,,False,False,bus,walk-bus-walk,True,7.0,0.0,7.0,10.0,0.0,41.699,58.699,2.0,16.073,0.477222,normal,W0,rest_day,P0_no_policy,17.0,0.0,1.3,0.0,0.0
39-2026-07-11-L01,39,2026-07-11,Saturday,outbound,activity-39-2026-07-11-005,social_leisure,Z6,Z6,2026-07-11 07:56:26.697720,2026-07-11 09:00:00,2026-07-11 07:00:00,10.0,2026-07-11 08:50:00,2026-07-11 08:50:00,0.0,True,True,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 07:56:26.697720,bus,False,,False,False,bus,walk-bus-walk,True,5.714,0.0,5.714,12.0,0.0,35.841,53.555,2.0,15.1,0.913333,normal,W0,rest_day,P0_no_policy,17.714,0.0,1.3,0.0,0.0
39-2026-07-11-L02,39,2026-07-11,Saturday,between_activities,activity-39-2026-07-11-006,shopping,Z6,Z6,2026-07-11 16:56:59.220000,2026-07-11 17:30:00,2026-07-11 15:30:00,3.0,2026-07-11 17:27:00,2026-07-11 17:27:00,0.0,True,True,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 16:56:59.220000,walk,False,,False,False,walk,walk,True,0.0,0.0,0.0,0.0,0.0,30.013,30.013,0.0,4.8,,normal,W0,rest_day,P0_no_policy,30.013,0.0,1.3,0.0,0.0
39-2026-07-11-L03,39,2026-07-11,Saturday,return_home,activity-39-2026-07-11-006,return_home,Z6,Z6,2026-07-11 18:00:00,,,3.0,,,,,,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 18:00:00,walk,False,,False,False,walk,walk,True,0.0,0.0,0.0,0.0,0.0,32.375,32.375,0.0,4.8,,normal,W0,rest_day,P0_no_policy,32.375,0.0,1.3,0.0,0.0
40-2026-07-11-L01,40,2026-07-11,Saturday,outbound,activity-40-2026-07-11-003,out_of_home_family_activity,Z5,Z7,2026-07-11 15:59:38.280000,2026-07-11 17:00:00,2026-07-11 15:00:00,5.0,2026-07-11 16:55:00,2026-07-11 16:55:00,0.0,True,True,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,55.362,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 15:59:38.280000,metro,False,,False,False,metro,walk-metro-walk,True,6.0,0.0,6.0,20.0,0.0,29.362,55.362,5.0,35.0,,normal,W0,rest_day,P0_no_policy,26.0,0.0,1.3,0.0,0.0
40-2026-07-11-L02,40,2026-07-11,Saturday,return_home,activity-40-2026-07-11-003,return_home,Z7,Z5,2026-07-11 18:00:00,,,10.0,,,,,,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 18:00:00,bus,False,,False,False,bus,walk-bus-walk,True,4.48,0.0,4.48,10.0,0.0,82.753,97.233,2.0,13.661,1.114444,normal,W0,rest_day,P0_no_policy,14.48,0.0,1.3,0.0,0.0
42-2026-07-11-L01,42,2026-07-11,Saturday,outbound,activity-42-2026-07-11-005,shopping,Z2,Z1,2026-07-11 11:51:06.360000,2026-07-11 12:30:00,2026-07-11 10:30:00,5.0,2026-07-11 12:25:00,2026-07-11 12:25:00,0.0,True,True,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,33.894,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 11:51:06.360000,metro,False,,False,False,metro,walk-metro-walk,True,5.0,0.0,5.0,16.0,0.0,12.894,33.894,4.0,34.998,,normal,W0,rest_day,P0_no_policy,21.0,0.0,1.3,0.0,0.0
42-2026-07-11-L02,42,2026-07-11,Saturday,between_activities,activity-42-2026-07-11-006,out_of_home_family_activity,Z1,Z8,2026-07-11 13:58:05.123940,2026-07-11 15:30:00,2026-07-11 13:30:00,10.0,2026-07-11 15:20:00,2026-07-11 15:20:00,0.0,True,True,True,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 13:58:05.123940,bus,False,,False,False,bus,walk-bus-walk,True,7.0,0.0,7.0,10.0,0.0,64.915,81.915,2.0,17.972,0.476667,normal,W0,rest_day,P0_no_policy,17.0,0.0,1.3,0.0,0.0
42-2026-07-11-L03,42,2026-07-11,Saturday,return_home,activity-42-2026-07-11-006,return_home,Z8,Z2,2026-07-11 17:30:00,,,10.0,,,,,,True,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 17:30:00,bus,False,,False,False,bus,walk-bus-walk,True,5.714,0.0,5.714,10.0,0.0,44.639,60.353,2.0,15.014,0.944444,normal,W0,rest_day,P0_no_policy,15.714,0.0,1.3,0.0,0.0
43-2026-07-11-L01,43,2026-07-11,Saturday,outbound,activity-43-2026-07-11-005,shopping,Z9,Z9,2026-07-11 09:59:28.244640,2026-07-11 11:00:00,2026-07-11 09:00:00,10.0,2026-07-11 10:49:18.041760,2026-07-11 10:49:18.041760,0.0,True,True,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 09:59:28.244640,bus,False,,False,False,bus,walk-bus-walk,True,12.343,0.0,12.343,16.0,0.0,21.487,49.83,2.0,17.687,0.671373,normal,W0,rest_day,P0_no_policy,28.343,0.0,1.3,0.0,0.0
43-2026-07-11-L02,43,2026-07-11,Saturday,return_home,activity-43-2026-07-11-005,return_home,Z9,Z9,2026-07-11 12:00:00,,,10.0,,,,,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 12:00:00,bus,False,,False,False,bus,walk-bus-walk,True,18.0,0.0,18.0,16.0,0.0,21.148,55.148,2.0,17.97,0.477778,normal,W0,rest_day,P0_no_policy,34.0,0.0,1.3,0.0,0.0
44-2026-07-11-L01,44,2026-07-11,Saturday,outbound,activity-44-2026-07-11-004,out_of_home_family_activity,Z4,Z4,2026-07-11 09:11:17.104080,2026-07-11 10:00:00,2026-07-11 08:00:00,10.0,2026-07-11 09:49:59.408100,2026-07-11 09:49:59.408100,0.0,True,True,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 09:11:17.104080,bus,False,,False,False,bus,walk-bus-walk,True,5.714,0.0,5.714,12.0,0.0,20.99,38.705,2.0,15.178,0.924444,normal,W0,rest_day,P0_no_policy,17.714,0.0,1.3,0.0,0.0
44-2026-07-11-L02,44,2026-07-11,Saturday,between_activities,activity-44-2026-07-11-005,out_of_home_family_activity,Z4,Z4,2026-07-11 16:10:02.552160,2026-07-11 17:30:00,2026-07-11 16:00:00,10.0,2026-07-11 17:20:30.072720,2026-07-11 17:20:30.072720,0.0,True,True,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 16:10:02.552160,bus,False,,False,False,bus,walk-bus-walk,True,10.0,0.0,10.0,12.0,0.0,48.459,70.459,2.0,16.804,0.477222,normal,W0,rest_day,P0_no_policy,22.0,0.0,1.3,0.0,0.0
44-2026-07-11-L03,44,2026-07-11,Saturday,return_home,activity-44-2026-07-11-005,return_home,Z4,Z4,2026-07-11 18:30:00,,,10.0,,,,,,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 18:30:00,bus,False,,False,False,bus,walk-bus-walk,True,5.714,0.0,5.714,12.0,0.0,21.125,38.84,2.0,15.081,0.945,normal,W0,rest_day,P0_no_policy,17.714,0.0,1.3,0.0,0.0
45-2026-07-11-L01,45,2026-07-11,Saturday,outbound,activity-45-2026-07-11-006,shopping,Z2,Z8,2026-07-11 11:55:42.423360,2026-07-11 13:00:00,2026-07-11 11:00:00,10.0,2026-07-11 12:50:00,2026-07-11 12:50:00,0.0,True,True,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 11:55:42.423360,bus,False,,False,False,bus,walk-bus-walk,True,7.0,0.0,7.0,10.0,0.0,37.293,54.293,2.0,17.972,0.476667,normal,W0,rest_day,P0_no_policy,17.0,0.0,1.3,0.0,0.0
45-2026-07-11-L02,45,2026-07-11,Saturday,between_activities,activity-45-2026-07-11-007,visit,Z8,Z3,2026-07-11 14:08:36.360000,2026-07-11 15:30:00,2026-07-11 14:00:00,5.0,2026-07-11 15:25:00,2026-07-11 15:25:00,0.0,True,True,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,76.394,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 14:08:36.360000,metro,False,,False,False,metro,walk-metro-walk,True,6.0,0.0,6.0,20.0,7.0,43.394,76.394,5.0,35.0,,normal,W0,rest_day,P0_no_policy,26.0,0.0,1.3,0.0,0.0
45-2026-07-11-L03,45,2026-07-11,Saturday,return_home,activity-45-2026-07-11-007,return_home,Z3,Z2,2026-07-11 17:30:00,,,10.0,,,,,,True,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 17:30:00,bus,False,,False,False,bus,walk-bus-walk,True,4.0,0.0,4.0,8.0,0.0,66.634,78.634,2.0,15.014,0.944444,normal,W0,rest_day,P0_no_policy,12.0,0.0,1.3,0.0,0.0
46-2026-07-11-L01,46,2026-07-11,Saturday,outbound,activity-46-2026-07-11-003,out_of_home_family_activity,Z5,Z5,2026-07-11 09:28:42.033180,2026-07-11 10:30:00,2026-07-11 08:30:00,10.0,2026-07-11 10:20:04.616040,2026-07-11 10:20:04.616040,0.0,True,True,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 09:28:42.033180,bus,False,,False,False,bus,walk-bus-walk,True,6.857,0.0,6.857,12.0,0.0,32.519,51.376,2.0,15.185,0.684444,normal,W0,rest_day,P0_no_policy,18.857,0.0,1.3,0.0,0.0
46-2026-07-11-L02,46,2026-07-11,Saturday,return_home,activity-46-2026-07-11-003,return_home,Z5,Z5,2026-07-11 16:30:00,,,10.0,,,,,,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 16:30:00,bus,False,,False,False,bus,walk-bus-walk,True,10.0,0.0,10.0,12.0,0.0,31.01,53.01,2.0,15.924,0.477222,normal,W0,rest_day,P0_no_policy,22.0,0.0,1.3,0.0,0.0
47-2026-07-11-L01,47,2026-07-11,Saturday,outbound,activity-47-2026-07-11-004,visit,Z3,Z8,2026-07-11 07:30:00,2026-07-11 09:30:00,2026-07-11 07:30:00,5.0,2026-07-11 09:25:32.905920,2026-07-11 09:25:32.905920,0.0,True,True,False,False,bus,bus,2,47.654,10.214,20.0,17.44,4.0,57.894,19.013,8.0,4.5,28.641,12.0,5.714,2026-07-11 07:30:00,metro,False,,False,False,metro,walk-bus-walk-metro-walk-bus-walk,True,14.714,0.0,14.714,20.0,20.0,60.834,115.548,9.0,29.305,,normal,W0,rest_day,P0_no_policy,34.714,0.0,1.3,0.0,0.0
47-2026-07-11-L02,47,2026-07-11,Saturday,return_home,activity-47-2026-07-11-004,return_home,Z8,Z3,2026-07-11 17:30:00,,,10.0,,,,,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 17:30:00,bus,False,,False,False,bus,walk-bus-walk,True,5.714,0.0,5.714,10.0,8.0,110.868,134.583,2.0,15.069,0.944444,normal,W0,rest_day,P0_no_policy,15.714,0.0,1.3,0.0,0.0
48-2026-07-11-L01,48,2026-07-11,Saturday,outbound,activity-48-2026-07-11-007,shopping,Z3,Z3,2026-07-11 10:21:56.778600,2026-07-11 11:00:00,2026-07-11 09:00:00,10.0,2026-07-11 10:49:59.940000,2026-07-11 10:49:59.940000,0.0,True,True,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 10:21:56.778600,bus,False,,False,False,bus,walk-bus-walk,True,6.975,0.0,6.975,8.0,0.0,13.078,28.053,2.0,17.966,0.481373,normal,W0,rest_day,P0_no_policy,14.975,0.0,1.3,0.0,0.0
48-2026-07-11-L02,48,2026-07-11,Saturday,between_activities,activity-48-2026-07-11-008,out_of_home_family_care,Z3,Z3,2026-07-11 14:41:29.570760,2026-07-11 15:30:00,2026-07-11 13:30:00,10.0,2026-07-11 15:20:00,2026-07-11 15:20:00,0.0,True,True,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 14:41:29.570760,bus,False,,False,False,bus,walk-bus-walk,True,7.0,0.0,7.0,8.0,0.0,23.507,38.507,2.0,17.972,0.476667,normal,W0,rest_day,P0_no_policy,15.0,0.0,1.3,0.0,0.0
48-2026-07-11-L03,48,2026-07-11,Saturday,return_home,activity-48-2026-07-11-008,return_home,Z3,Z3,2026-07-11 18:30:00,,,10.0,,,,,,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 18:30:00,bus,False,,False,False,bus,walk-bus-walk,True,4.0,0.0,4.0,8.0,0.0,43.07,55.07,2.0,15.108,0.945,normal,W0,rest_day,P0_no_policy,12.0,0.0,1.3,0.0,0.0
49-2026-07-11-L01,49,2026-07-11,Saturday,outbound,activity-49-2026-07-11-007,shopping,Z7,Z1,2026-07-11 10:30:43.885200,2026-07-11 12:00:00,2026-07-11 10:00:00,10.0,2026-07-11 11:50:00,2026-07-11 11:50:00,0.0,True,True,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 10:30:43.885200,bus,False,,False,False,bus,walk-bus-walk,True,7.0,0.0,7.0,8.0,0.0,64.269,79.269,2.0,17.972,0.476667,normal,W0,rest_day,P0_no_policy,15.0,0.0,1.3,0.0,0.0
49-2026-07-11-L02,49,2026-07-11,Saturday,between_activities,activity-49-2026-07-11-008,out_of_home_family_activity,Z1,Z7,2026-07-11 12:46:29.477580,2026-07-11 14:00:00,2026-07-11 12:30:00,5.0,2026-07-11 13:55:00,2026-07-11 13:55:00,0.0,True,True,True,False,walk,bus,1,20.509,7.0,8.0,5.509,2.0,43.0,0.0,0.0,0.0,20.509,8.0,7.0,2026-07-11 12:46:29.477580,metro,False,,False,False,metro,walk-metro-walk-bus-walk,True,12.0,0.0,12.0,16.0,5.0,35.509,68.509,7.0,32.358,,normal,W0,rest_day,P0_no_policy,28.0,0.0,1.3,0.0,0.0
49-2026-07-11-L03,49,2026-07-11,Saturday,between_activities,activity-49-2026-07-11-009,out_of_home_family_activity,Z7,Z7,2026-07-11 15:47:57.604020,2026-07-11 16:30:00,2026-07-11 15:00:00,10.0,2026-07-11 16:20:00,2026-07-11 16:20:00,0.0,True,True,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 15:47:57.604020,bus,False,,False,False,bus,walk-bus-walk,True,7.0,0.0,7.0,8.0,0.0,17.04,32.04,2.0,17.972,0.476667,normal,W0,rest_day,P0_no_policy,15.0,0.0,1.3,0.0,0.0
49-2026-07-11-L04,49,2026-07-11,Saturday,return_home,activity-49-2026-07-11-009,return_home,Z7,Z7,2026-07-11 18:30:00,,,10.0,,,,,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 18:30:00,bus,False,,False,False,bus,walk-bus-walk,True,4.0,0.0,4.0,8.0,0.0,66.772,78.772,2.0,15.133,0.945,normal,W0,rest_day,P0_no_policy,12.0,0.0,1.3,0.0,0.0
5-2026-07-11-L01,5,2026-07-11,Saturday,outbound,activity-5-2026-07-11-006,social_leisure,Z4,Z4,2026-07-11 12:28:44.525580,2026-07-11 13:00:00,2026-07-11 11:00:00,10.0,2026-07-11 13:17:28.641000,2026-07-11 13:37:28.641000,37.477,False,True,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 12:48:44.525580,ride_hailing,True,vehicle_wait_limit_exceeded,True,True,bus,walk-bus-walk,True,10.0,20.0,30.0,12.0,0.0,26.735,68.735,2.0,17.972,0.476667,normal,W0,rest_day,P0_no_policy,42.0,0.0,1.0,0.0,0.0
5-2026-07-11-L02,5,2026-07-11,Saturday,between_activities,activity-5-2026-07-11-007,shopping,Z4,Z4,2026-07-11 17:39:46.500000,2026-07-11 18:30:00,2026-07-11 17:00:00,3.0,2026-07-11 18:27:00,2026-07-11 18:27:00,0.0,True,True,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 17:39:46.500000,walk,False,,False,False,walk,walk,True,0.0,0.0,0.0,0.0,0.0,47.225,47.225,0.0,4.8,,normal,W0,rest_day,P0_no_policy,47.225,0.0,1.0,0.0,0.0
